timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,logical_node,physical_row_pin,physical_column_pin,raw_voltage_v,baseline_v,delta_v,signal_0_to_1,baseline_ready,short_below_0_2v
2026-08-17T20:04:26.480,-0.168383,125,74,10,2,R10C12,12,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,75,10,3,R10C1,12,1,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,76,10,4,R10C2,12,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,77,10,5,R10C3,12,5,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,78,10,6,R10C4,12,7,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.480,-0.168383,125,79,10,7,R10C5,12,2,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,80,10,8,R10C6,12,4,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,81,11,1,R11C12,14,16,1.268235,1.747059,-0.478824,0.354497,1,0
2026-08-17T20:04:26.481,-0.168383,125,82,11,2,R11C1,14,1,1.811765,1.785882,0.025882,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,83,11,3,R11C2,14,3,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,84,11,4,R11C3,14,5,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,85,11,5,R11C4,14,7,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,86,11,6,R11C5,14,2,1.255294,1.449412,-0.194118,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,87,11,7,R11C6,14,4,1.785882,1.785882,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,88,11,8,R11C7,14,6,1.423529,1.397647,0.025882,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,89,12,1,R12C1,16,1,1.772941,1.785882,-0.012941,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,90,12,2,R12C2,16,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,91,12,3,R12C3,16,5,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,92,12,4,R12C4,16,7,1.695294,1.708235,-0.012941,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,93,12,5,R12C5,16,2,1.669412,1.669412,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,94,12,6,R12C6,16,4,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,95,12,7,R12C7,16,6,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.481,-0.168383,125,96,12,8,R12C8,16,8,0.000000,0.000000,0.000000,0.000000,1,1
2026-08-17T20:04:26.481,-0.117123,126,1,1,1,R1C2,1,3,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.481,-0.117123,126,2,1,2,R1C3,1,5,1.734118,1.760000,-0.025882,0.000000,1,0
2026-08-17T20:04:26.481,-0.117123,126,3,1,3,R1C4,1,7,1.695294,1.772941,-0.077647,0.000000,1,0
2026-08-17T20:04:26.481,-0.117123,126,4,1,4,R1C5,1,2,1.345882,1.488235,-0.142353,0.000000,1,0
2026-08-17T20:04:26.481,-0.117123,126,5,1,5,R1C6,1,4,1.772941,1.785882,-0.012941,0.000000,1,0
2026-08-17T20:04:26.481,-0.117123,126,6,1,6,R1C7,1,6,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,7,1,7,R1C8,1,8,1.540000,1.527059,0.012941,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,8,1,8,R1C9,1,10,1.630588,1.514118,0.116471,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,9,2,1,R2C3,3,5,1.837647,1.824706,0.012941,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,10,2,2,R2C4,3,7,1.669412,1.695294,-0.025882,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,11,2,3,R2C5,3,2,1.785882,1.785882,0.000000,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,12,2,4,R2C6,3,4,1.423529,1.449412,-0.025882,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,13,2,5,R2C7,3,6,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.482,-0.117123,126,14,2,6,R2C8,3,8,1.320000,1.332941,-0.012941,0.000000,1,0
