timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,source_label,raw_voltage_v,signal_0_to_1,missing_filled_zero
2026-09-08T16:59:15.663,8.505013,46,3,1,3,R1C4,1.798823,0.0,0
2026-09-08T16:59:15.663,8.505013,46,4,1,4,R1C5,1.151765,0.0,0
2026-09-08T16:59:15.663,8.505013,46,5,1,5,R1C6,1.708235,0.0,0
2026-09-08T16:59:15.663,8.505013,46,6,1,6,R1C7,0,0,1
2026-09-08T16:59:15.663,8.505013,46,7,1,7,R1C8,0,0,1
2026-09-08T16:59:15.663,8.505013,46,8,1,8,R1C9,0,0,1
2026-09-08T16:59:15.663,8.505013,46,9,2,1,R2C3,1.798823,0.0,0
2026-09-08T16:59:15.663,8.505013,46,10,2,2,R2C4,1.565882,0.0,0
2026-09-08T16:59:15.663,8.505013,46,11,2,3,R2C5,0.038824,1.0,0
2026-09-08T16:59:15.663,8.505013,46,12,2,4,R2C6,1.449412,0.0,0
2026-09-08T16:59:15.663,8.505013,46,13,2,5,R2C7,0,0,1
2026-09-08T16:59:15.663,8.505013,46,14,2,6,R2C8,0,0,1
2026-09-08T16:59:15.663,8.505013,46,15,2,7,R2C9,0,0,1
2026-09-08T16:59:15.663,8.505013,46,16,2,8,R2C10,0,0,1
2026-09-08T16:59:15.663,8.505013,46,17,3,1,R3C4,1.488235,0.0,0
2026-09-08T16:59:15.663,8.505013,46,18,3,2,R3C5,0.181176,1.0,0
2026-09-08T16:59:15.663,8.505013,46,19,3,3,R3C6,0.737647,1.0,0
2026-09-08T16:59:15.663,8.505013,46,20,3,4,R3C7,0,0,1
2026-09-08T16:59:15.663,8.505013,46,21,3,5,R3C8,0,0,1
2026-09-08T16:59:15.663,8.505013,46,22,3,6,R3C9,0,0,1
2026-09-08T16:59:15.663,8.505013,46,23,3,7,R3C10,0,0,1
2026-09-08T16:59:15.663,8.505013,46,24,3,8,R3C11,0,0,1
2026-09-08T16:59:15.663,8.505013,46,25,4,1,R4C5,1.734118,0.0,0
2026-09-08T16:59:15.663,8.505013,46,26,4,2,R4C6,1.798823,0.0,0
2026-09-08T16:59:15.663,8.505013,46,27,4,3,R4C7,0,0,1
2026-09-08T16:59:15.663,8.505013,46,28,4,4,R4C8,0,0,1
2026-09-08T16:59:15.663,8.505013,46,29,4,5,R4C9,0,0,1
2026-09-08T16:59:15.663,8.505013,46,30,4,6,R4C10,0,0,1
